0.13041,0.98562,0.80049,-0.87688,0,0,-0.16795,0.75805,0.29126,-0.17989,0.87186,0.33652,0.088364,0.30048,0.12078,0.078061,0.034789,0.066831,-576.58,2602.4,999.91,0
0.54152,0.91055,0,0,0,-0.42541,0.34783,0.68727,-0.27729,0.3926,0.79386,-0.31263,0.14219,0.27289,0.1124,0.052244,0.045288,0.051419,1194.1,2359.4,-951.92,0
0.59877,0.8898,0,0,0,-0.43689,0.35553,0.68036,-0.28467,0.40579,0.78287,-0.33326,0.14666,0.26967,0.11679,0.046385,0.032957,0.04315,1220.5,2335.7,-977.26,0
0.40322,1.1693,0.23753,-0.34077,0,-1.0875,-0.006105,0.8037,-0.15462,-0.00020538,0.92178,-0.188,0.050229,0.31937,0.106,0.026976,0.023192,0.17483,-20.958,2759.1,-530.82,0
0.25613,1.0476,0.12864,-0.062337,0,-0.30262,0.085824,0.80678,-0.10408,0.095738,0.92813,-0.11109,0.063889,0.31997,0.069541,0.11401,0.03787,0.10989,294.63,2769.7,-357.3,0
0,1.1367,0.40476,-0.44233,0,0,-0.23927,0.77,0.19499,-0.26741,0.88834,0.22581,0.10647,0.3054,0.085799,0.062803,0.035766,0.065793,-821.41,2643.4,669.4,0
1.3954,1.2732,0.90816,-0.85296,-0.22466,-0.73485,-0.14216,0.61899,0.1096,-0.093708,0.73356,0.21714,0.52092,0.30981,0.23042,0.58695,0.22747,0.26842,-488.05,2125,376.27,0
1.4014,3.4921,2.0801,-1.7432,-0.014585,-3.0968,-0.15233,0.58179,0.18951,0,0.5916,0.12059,0.47543,0.34416,0.39359,0.74671,0.50743,0.25474,-522.94,1997.3,650.6,0
0.91309,2.0411,1.8634,-1.5351,0,-0.76403,-0.07975,0.68083,0.1757,0.029701,0.86112,0.071516,0.35168,0.34404,0.30311,0.092831,0.42455,0.2562,-273.78,2337.3,603.17,0
0.045447,0.98086,0.40683,-0.16219,0,0,-0.075022,0.78109,0.26082,-0.084553,0.90054,0.29001,0.033619,0.30876,0.10723,0.016723,0.016844,0.046293,-257.55,2681.5,895.38,0
0.53127,1.2289,0.63253,-0.38435,0,0,-0.066803,0.76558,0.2934,-0.071492,0.87808,0.33017,0.10829,0.30619,0.14361,0.15303,0.059965,0.15273,-229.33,2628.2,1007.2,0
0.46694,1.1828,0,-0.41315,0,-0.61828,0.16542,0.73822,-0.31308,0.19364,0.85404,-0.34619,0.10103,0.29521,0.13608,0.10077,0.058867,0.055905,567.9,2534.3,-1074.8,0
0.2377,1.2538,0.42331,-0.4372,0,-0.74047,-0.095762,0.80894,0.12185,-0.11092,0.92996,0.13829,0.076839,0.32317,0.10061,0.10388,0.05371,0.12307,-328.75,2777.1,418.31,0
0.37197,1.3185,0.78157,-0.89641,0,-0.33362,0.027211,0.73884,0.18672,0,0.85819,0,0.12887,0.31135,0.32338,0.19936,0.24792,0.62382,93.416,2536.4,641,0
1.1165,1.1825,1.5141,-0.42768,-0.010922,-0.29126,0.26022,0.63846,0.24307,0.33255,0.65605,0.13841,0.20904,0.28435,0.37804,0.33159,0.17239,0.80972,893.34,2191.8,834.45,0
0.3854,1.1281,0.7369,-0.66156,0,-0.35755,-0.018615,0.78924,-0.012487,-0.025595,0.93008,-0.13331,0.10022,0.32034,0.24349,0.044668,0.13552,0.16139,-63.904,2709.5,-42.869,0
0.1724,1.757,1.3737,-0.84734,0,-0.80821,-0.15873,0.80067,-0.081336,-0.16707,0.90787,-0.11402,0.13794,0.3383,0.21283,0.2044,0.15899,0.19782,-544.92,2748.7,-279.23,0
0.79029,1.9263,0.84456,-0.33637,0,-0.87279,0.055943,0.80462,0.11802,0.032021,0.91458,0.16307,0.13131,0.33814,0.20555,0.13345,0.1474,0.23823,192.05,2762.3,405.18,0
0.4894,1.4838,1.1032,-0.62945,0,-1.6074,-0.040617,0.81038,-0.095192,-0.01461,0.91666,-0.12794,0.11134,0.33677,0.21996,0.11184,0.13314,0.20277,-139.44,2782,-326.79,0
0,0.96683,0.017075,-0.196,0,-0.050184,-0.13392,0.81493,-0.017746,-0.15376,0.94107,-0.019667,0.053599,0.32145,0.011624,0.011109,0.0063466,0.016111,-459.75,2797.7,-60.921,0
0,0.98282,0.087629,-0.16451,0,0,-0.10898,0.81754,0.040539,-0.12276,0.94339,0.046004,0.044105,0.3217,0.019683,0.013672,0.0082992,0.019683,-374.11,2806.6,139.17,0
0,0.98831,0.091778,-0.19698,0,0,-0.098222,0.81847,0.036192,-0.11104,0.94498,0.036239,0.04131,0.32248,0.020046,0.021911,0.007445,0.027342,-337.2,2809.8,124.25,0
0.032996,0.97989,0,-0.071004,0,-0.11927,-0.023857,0.8198,-0.063432,-0.025595,0.94717,-0.06593,0.014961,0.32377,0.030458,0.015777,0.006958,0.024048,-81.901,2814.4,-217.76,0
0,0.96109,0.024765,-0.21907,0,-0.08717,-0.13986,0.81353,-0.02735,-0.15938,0.93997,-0.026748,0.05608,0.32128,0.016843,0.01367,0.0059809,0.020537,-480.14,2792.9,-93.894,0
0,0.96158,0.012681,-0.19881,0,-0.08131,-0.14937,0.81215,-0.029565,-0.17,0.93741,-0.023329,0.059827,0.32033,0.023757,0.020384,0.0067137,0.045896,-512.79,2788.1,-101.5,0
2.1095,1.1657,0.85347,-1.0961,-2.045,-0.49719,-0.077689,-0.3368,0.012686,-0.099079,-0.47892,0,0.55895,0.71014,0.14168,0.62733,1.5863,0.15103,-266.71,-1156.2,43.551,0
2.232,0.76688,1.0595,-1.0147,-2.1877,-0.73107,-0.13601,-0.23819,-0.035489,-0.15853,-0.069271,-0.067638,0.53757,0.73387,0.2205,0.71531,1.6163,0.15382,-466.92,-817.72,-121.83,0
2.0815,0.65531,1.2252,-1.1197,-1.8829,-0.84373,-0.10817,-0.28806,0.049072,0,-0.26763,0.012192,0.57315,0.70663,0.17489,0.92151,1.5987,0.028045,-371.35,-988.89,168.46,0
0.32815,1.8917,0.31565,-0.56842,0,-0.45849,-0.086557,0.81743,-0.011794,-0.093219,0.94546,-0.011489,0.09658,0.33412,0.077379,0.083767,0.051513,0.035535,-297.15,2806.2,-40.489,0
0.20584,0,0.28989,-0.56488,-1.9994,-0.64635,-0.050532,-0.89954,-0.036812,-0.06368,-1.0408,-0.021498,0.076508,0.36297,0.087069,0.071248,0.039824,0.034193,-173.48,-3088.1,-126.38,0
0.38931,0,0.66451,-0.46638,-1.8588,-0.70958,-0.0084942,-0.90272,-0.012514,-0.016074,-1.0421,-0.01332,0.067647,0.36284,0.070842,0.028892,0.028624,0.024672,-29.16,-3099,-42.962,0
0.40518,1.1972,0.28611,-0.78326,-0.20708,-1.6954,-0.22896,0.49333,-0.38748,-0.19429,0.66837,-0.12342,0.17015,0.43164,0.41496,0.37514,0.86435,0.9031,-786,1693.6,-1330.2,0
